log_P_PERIOD,log_P_RAD,Boundary_Class
-0.4728656195588598,-1.1004920732354184,0.0
-0.4402549896481054,-1.1004920732354184,0.0
-0.407644359737351,-1.1004920732354184,0.0
-0.3750337298265966,-1.1004920732354184,0.0
-0.3424230999158422,-1.1004920732354184,0.0
-0.3098124700050878,-1.1004920732354184,0.0
-0.27720184009433335,-1.1004920732354184,0.0
-0.244591210183579,-1.1004920732354184,0.0
-0.21198058027282451,-1.1004920732354184,0.0
-0.17936995036207015,-1.1004920732354184,0.0
-0.1467593204513158,-1.1004920732354184,0.0
-0.11414869054056132,-1.1004920732354184,0.0
-0.08153806062980695,-1.1004920732354184,0.0
-0.04892743071905259,-1.1004920732354184,0.0
-0.016316800808298115,-1.1004920732354184,0.0
0.016293829102456248,-1.1004920732354184,0.0
0.04890445901321061,-1.1004920732354184,0.0
0.08151508892396508,-1.1004920732354184,0.0
0.11412571883471945,-1.1004920732354184,0.0
0.1467363487454738,-1.1004920732354184,0.0
0.17934697865622828,-1.1004920732354184,0.0
0.21195760856698276,-1.1004920732354184,0.0
0.244568238477737,-1.1004920732354184,0.0
0.2771788683884915,-1.1004920732354184,0.0
0.30978949829924596,-1.1004920732354184,2.0
0.3424001282100002,-1.1004920732354184,2.0
0.3750107581207547,-1.1004920732354184,2.0
0.40762138803150916,-1.1004920732354184,2.0
0.44023201794226363,-1.1004920732354184,2.0
0.4728426478530179,-1.1004920732354184,2.0
0.5054532777637724,-1.1004920732354184,2.0
0.5380639076745268,-1.1004920732354184,2.0
0.5706745375852811,-1.1004920732354184,2.0
0.6032851674960356,-1.1004920732354184,2.0
0.63589579740679,-1.1004920732354184,2.0
0.6685064273175443,-1.1004920732354184,2.0
0.7011170572282988,-1.1004920732354184,2.0
0.7337276871390532,-1.1004920732354184,2.0
0.7663383170498075,-1.1004920732354184,2.0
0.798948946960562,-1.1004920732354184,2.0
0.8315595768713164,-1.1004920732354184,2.0
0.8641702067820707,-1.1004920732354184,2.0
0.8967808366928252,-1.1004920732354184,2.0
0.9293914666035796,-1.1004920732354184,2.0
0.9620020965143339,-1.1004920732354184,2.0
0.9946127264250884,-1.1004920732354184,2.0
1.0272233563358428,-1.1004920732354184,2.0
1.0598339862465973,-1.1004920732354184,2.0
1.0924446161573516,-1.1004920732354184,2.0
1.125055246068106,-1.1004920732354184,2.0
1.1576658759788603,-1.1004920732354184,2.0
1.190276505889615,-1.1004920732354184,2.0
1.2228871358003692,-1.1004920732354184,2.0
1.2554977657111235,-1.1004920732354184,2.0
1.2881083956218782,-1.1004920732354184,2.0
1.3207190255326324,-1.1004920732354184,2.0
1.3533296554433867,-1.1004920732354184,2.0
1.3859402853541414,-1.1004920732354184,2.0
1.4185509152648956,-1.1004920732354184,2.0
1.4511615451756499,-1.1004920732354184,2.0
1.4837721750864046,-1.1004920732354184,2.0
1.5163828049971588,-1.1004920732354184,2.0
1.548993434907913,-1.1004920732354184,2.0
1.5816040648186678,-1.1004920732354184,2.0
1.614214694729422,-1.1004920732354184,2.0
1.6468253246401763,-1.1004920732354184,2.0
1.679435954550931,-1.1004920732354184,2.0
1.7120465844616852,-1.1004920732354184,2.0
1.74465721437244,-1.1004920732354184,2.0
1.7772678442831942,-1.1004920732354184,2.0
1.8098784741939484,-1.1004920732354184,2.0
1.8424891041047031,-1.1004920732354184,2.0
1.8750997340154574,-1.1004920732354184,2.0
1.9077103639262116,-1.1004920732354184,2.0
1.9403209938369663,-1.1004920732354184,2.0
1.9729316237477206,-1.1004920732354184,2.0
2.005542253658475,-1.1004920732354184,2.0
2.0381528835692295,-1.1004920732354184,2.0
2.0707635134799838,-1.1004920732354184,2.0
2.103374143390738,-1.1004920732354184,2.0
2.1359847733014927,-1.1004920732354184,2.0
2.168595403212247,-1.1004920732354184,2.0
2.2012060331230012,-1.1004920732354184,2.0
2.233816663033756,-1.1004920732354184,2.0
2.26642729294451,-1.1004920732354184,1.0
2.2990379228552644,-1.1004920732354184,1.0
2.331648552766019,-1.1004920732354184,1.0
2.3642591826767734,-1.1004920732354184,1.0
2.3968698125875276,-1.1004920732354184,1.0
2.4294804424982823,-1.1004920732354184,1.0
2.4620910724090366,-1.1004920732354184,1.0
2.494701702319791,-1.1004920732354184,1.0
2.5273123322305455,-1.1004920732354184,1.0
2.5599229621412998,-1.1004920732354184,1.0
2.592533592052054,-1.1004920732354184,1.0
2.6251442219628087,-1.1004920732354184,1.0
2.657754851873563,-1.1004920732354184,1.0
2.6903654817843172,-1.1004920732354184,1.0
2.722976111695072,-1.1004920732354184,1.0
2.755586741605826,-1.1004920732354184,1.0
2.7881973715165804,-1.1004920732354184,1.0
2.820808001427335,-1.1004920732354184,1.0
2.8534186313380894,-1.1004920732354184,1.0
2.886029261248844,-1.1004920732354184,1.0
2.9186398911595983,-1.1004920732354184,1.0
2.9512505210703526,-1.1004920732354184,1.0
2.9838611509811073,-1.1004920732354184,1.0
3.0164717808918615,-1.1004920732354184,1.0
3.0490824108026158,-1.1004920732354184,1.0
3.0816930407133705,-1.1004920732354184,1.0
3.1143036706241247,-1.1004920732354184,1.0
3.1469143005348794,-1.1004920732354184,1.0
3.1795249304456332,-1.1004920732354184,1.0
3.212135560356388,-1.1004920732354184,1.0
3.2447461902671426,-1.1004920732354184,1.0
3.2773568201778964,-1.1004920732354184,1.0
3.309967450088651,-1.1004920732354184,1.0
3.342578079999406,-1.1004920732354184,1.0
3.3751887099101596,-1.1004920732354184,1.0
3.4077993398209143,-1.1004920732354184,1.0
3.440409969731669,-1.1004920732354184,1.0
3.473020599642423,-1.1004920732354184,1.0
3.5056312295531775,-1.1004920732354184,1.0
3.538241859463932,-1.1004920732354184,1.0
3.570852489374686,-1.1004920732354184,1.0
3.6034631192854407,-1.1004920732354184,1.0
3.6360737491961954,-1.1004920732354184,1.0
3.6686843791069492,-1.1004920732354184,1.0
3.701295009017704,-1.1004920732354184,1.0
3.7339056389284586,-1.1004920732354184,1.0
3.7665162688392124,-1.1004920732354184,1.0
3.799126898749967,-1.1004920732354184,1.0
3.831737528660722,-1.1004920732354184,1.0
3.8643481585714756,-1.1004920732354184,1.0
3.8969587884822303,-1.1004920732354184,1.0
3.929569418392985,-1.1004920732354184,1.0
3.962180048303739,-1.1004920732354184,1.0
3.9947906782144935,-1.1004920732354184,1.0
4.027401308125248,-1.1004920732354184,1.0
4.060011938036002,-1.1004920732354184,1.0
4.092622567946757,-1.1004920732354184,1.0
4.125233197857511,-1.1004920732354184,1.0
4.157843827768265,-1.1004920732354184,1.0
4.19045445767902,-1.1004920732354184,1.0
4.223065087589775,-1.1004920732354184,1.0
4.255675717500528,-1.1004920732354184,1.0
4.288286347411283,-1.1004920732354184,1.0
4.320896977322038,-1.1004920732354184,1.0
4.3535076072327925,-1.1004920732354184,1.0
4.386118237143546,-1.1004920732354184,1.0
4.418728867054301,-1.1004920732354184,1.0
4.451339496965056,-1.1004920732354184,1.0
4.4839501268758095,-1.1004920732354184,1.0
4.516560756786564,-1.1004920732354184,1.0
4.549171386697319,-1.1004920732354184,1.0
4.581782016608073,-1.1004920732354184,1.0
4.614392646518827,-1.1004920732354184,1.0
4.647003276429582,-1.1004920732354184,1.0
4.679613906340336,-1.1004920732354184,1.0
4.712224536251091,-1.1004920732354184,1.0
4.744835166161845,-1.1004920732354184,1.0
4.777445796072599,-1.1004920732354184,1.0
4.810056425983354,-1.1004920732354184,1.0
4.8426670558941085,-1.1004920732354184,1.0
4.875277685804862,-1.1004920732354184,1.0
4.907888315715617,-1.1004920732354184,1.0
4.940498945626372,-1.1004920732354184,1.0
4.9731095755371255,-1.1004920732354184,1.0
5.00572020544788,-1.1004920732354184,1.0
5.038330835358635,-1.1004920732354184,1.0
5.070941465269389,-1.1004920732354184,1.0
5.103552095180143,-1.1004920732354184,1.0
5.136162725090898,-1.1004920732354184,1.0
5.168773355001652,-1.1004920732354184,1.0
5.201383984912407,-1.1004920732354184,1.0
5.233994614823161,-1.1004920732354184,1.0
5.266605244733915,-1.1004920732354184,1.0
5.29921587464467,-1.1004920732354184,1.0
5.3318265045554245,-1.1004920732354184,1.0
5.364437134466178,-1.1004920732354184,1.0
5.397047764376933,-1.1004920732354184,1.0
5.429658394287688,-1.1004920732354184,1.0
5.4622690241984415,-1.1004920732354184,1.0
5.494879654109196,-1.1004920732354184,1.0
5.527490284019951,-1.1004920732354184,1.0
5.560100913930705,-1.1004920732354184,1.0
5.592711543841459,-1.1004920732354184,1.0
5.625322173752213,-1.1004920732354184,1.0
-0.8641931784879127,-1.0651224262109371,0.0
-0.8315825485771583,-1.0651224262109371,0.0
-0.7989719186664038,-1.0651224262109371,0.0
-0.7663612887556495,-1.0651224262109371,0.0
-0.733750658844895,-1.0651224262109371,0.0
-0.7011400289341406,-1.0651224262109371,0.0
-0.6685293990233863,-1.0651224262109371,0.0
-0.6359187691126318,-1.0651224262109371,0.0
-0.6033081392018774,-1.0651224262109371,0.0
-0.5706975092911231,-1.0651224262109371,0.0
-0.5380868793803686,-1.0651224262109371,0.0
-0.5054762494696142,-1.0651224262109371,0.0
-0.4728656195588598,-1.0651224262109371,0.0
-0.4402549896481054,-1.0651224262109371,0.0
-0.407644359737351,-1.0651224262109371,0.0
-0.3750337298265966,-1.0651224262109371,0.0
-0.3424230999158422,-1.0651224262109371,0.0
-0.3098124700050878,-1.0651224262109371,0.0
-0.27720184009433335,-1.0651224262109371,0.0
-0.244591210183579,-1.0651224262109371,0.0
-0.21198058027282451,-1.0651224262109371,0.0
-0.17936995036207015,-1.0651224262109371,0.0
-0.1467593204513158,-1.0651224262109371,0.0
-0.11414869054056132,-1.0651224262109371,0.0
-0.08153806062980695,-1.0651224262109371,0.0
-0.04892743071905259,-1.0651224262109371,0.0
-0.016316800808298115,-1.0651224262109371,0.0
0.016293829102456248,-1.0651224262109371,0.0
0.04890445901321061,-1.0651224262109371,0.0
0.08151508892396508,-1.0651224262109371,0.0
0.11412571883471945,-1.0651224262109371,0.0
0.1467363487454738,-1.0651224262109371,0.0
0.17934697865622828,-1.0651224262109371,0.0
0.21195760856698276,-1.0651224262109371,0.0
0.244568238477737,-1.0651224262109371,0.0
0.2771788683884915,-1.0651224262109371,0.0
0.30978949829924596,-1.0651224262109371,2.0
0.3424001282100002,-1.0651224262109371,2.0
0.3750107581207547,-1.0651224262109371,2.0
0.40762138803150916,-1.0651224262109371,2.0
0.44023201794226363,-1.0651224262109371,2.0
0.4728426478530179,-1.0651224262109371,2.0
0.5054532777637724,-1.0651224262109371,2.0
0.5380639076745268,-1.0651224262109371,2.0
0.5706745375852811,-1.0651224262109371,2.0
0.6032851674960356,-1.0651224262109371,2.0
0.63589579740679,-1.0651224262109371,2.0
0.6685064273175443,-1.0651224262109371,2.0
0.7011170572282988,-1.0651224262109371,2.0
0.7337276871390532,-1.0651224262109371,2.0
0.7663383170498075,-1.0651224262109371,2.0
0.798948946960562,-1.0651224262109371,2.0
0.8315595768713164,-1.0651224262109371,2.0
0.8641702067820707,-1.0651224262109371,2.0
0.8967808366928252,-1.0651224262109371,2.0
0.9293914666035796,-1.0651224262109371,2.0
0.9620020965143339,-1.0651224262109371,2.0
0.9946127264250884,-1.0651224262109371,2.0
1.0272233563358428,-1.0651224262109371,2.0
1.0598339862465973,-1.0651224262109371,2.0
1.0924446161573516,-1.0651224262109371,2.0
1.125055246068106,-1.0651224262109371,2.0
1.1576658759788603,-1.0651224262109371,2.0
1.190276505889615,-1.0651224262109371,2.0
1.2228871358003692,-1.0651224262109371,2.0
1.2554977657111235,-1.0651224262109371,2.0
1.2881083956218782,-1.0651224262109371,2.0
1.3207190255326324,-1.0651224262109371,2.0
1.3533296554433867,-1.0651224262109371,2.0
1.3859402853541414,-1.0651224262109371,2.0
1.4185509152648956,-1.0651224262109371,2.0
1.4511615451756499,-1.0651224262109371,2.0
1.4837721750864046,-1.0651224262109371,2.0
1.5163828049971588,-1.0651224262109371,2.0
1.548993434907913,-1.0651224262109371,2.0
1.5816040648186678,-1.0651224262109371,2.0
1.614214694729422,-1.0651224262109371,2.0
1.6468253246401763,-1.0651224262109371,2.0
1.679435954550931,-1.0651224262109371,2.0
1.7120465844616852,-1.0651224262109371,2.0
1.74465721437244,-1.0651224262109371,2.0
1.7772678442831942,-1.0651224262109371,2.0
1.8098784741939484,-1.0651224262109371,2.0
1.8424891041047031,-1.0651224262109371,2.0
1.8750997340154574,-1.0651224262109371,2.0
1.9077103639262116,-1.0651224262109371,2.0
1.9403209938369663,-1.0651224262109371,2.0
1.9729316237477206,-1.0651224262109371,2.0
2.005542253658475,-1.0651224262109371,2.0
2.0381528835692295,-1.0651224262109371,2.0
2.0707635134799838,-1.0651224262109371,2.0
2.103374143390738,-1.0651224262109371,2.0
2.1359847733014927,-1.0651224262109371,2.0
2.168595403212247,-1.0651224262109371,2.0
2.2012060331230012,-1.0651224262109371,2.0
2.233816663033756,-1.0651224262109371,2.0
2.26642729294451,-1.0651224262109371,1.0
2.2990379228552644,-1.0651224262109371,1.0
2.331648552766019,-1.0651224262109371,1.0
2.3642591826767734,-1.0651224262109371,1.0
2.3968698125875276,-1.0651224262109371,1.0
2.4294804424982823,-1.0651224262109371,1.0
2.4620910724090366,-1.0651224262109371,1.0
2.494701702319791,-1.0651224262109371,1.0
2.5273123322305455,-1.0651224262109371,1.0
2.5599229621412998,-1.0651224262109371,1.0
2.592533592052054,-1.0651224262109371,1.0
2.6251442219628087,-1.0651224262109371,1.0
2.657754851873563,-1.0651224262109371,1.0
2.6903654817843172,-1.0651224262109371,1.0
2.722976111695072,-1.0651224262109371,1.0
2.755586741605826,-1.0651224262109371,1.0
2.7881973715165804,-1.0651224262109371,1.0
2.820808001427335,-1.0651224262109371,1.0
2.8534186313380894,-1.0651224262109371,1.0
2.886029261248844,-1.0651224262109371,1.0
2.9186398911595983,-1.0651224262109371,1.0
2.9512505210703526,-1.0651224262109371,1.0
2.9838611509811073,-1.0651224262109371,1.0
3.0164717808918615,-1.0651224262109371,1.0
3.0490824108026158,-1.0651224262109371,1.0
3.0816930407133705,-1.0651224262109371,1.0
3.1143036706241247,-1.0651224262109371,1.0
3.1469143005348794,-1.0651224262109371,1.0
3.1795249304456332,-1.0651224262109371,1.0
3.212135560356388,-1.0651224262109371,1.0
3.2447461902671426,-1.0651224262109371,1.0
3.2773568201778964,-1.0651224262109371,1.0
3.309967450088651,-1.0651224262109371,1.0
3.342578079999406,-1.0651224262109371,1.0
3.3751887099101596,-1.0651224262109371,1.0
3.4077993398209143,-1.0651224262109371,1.0
3.440409969731669,-1.0651224262109371,1.0
3.473020599642423,-1.0651224262109371,1.0
3.5056312295531775,-1.0651224262109371,1.0
3.538241859463932,-1.0651224262109371,1.0
3.570852489374686,-1.0651224262109371,1.0
3.6034631192854407,-1.0651224262109371,1.0
3.6360737491961954,-1.0651224262109371,1.0
3.6686843791069492,-1.0651224262109371,1.0
3.701295009017704,-1.0651224262109371,1.0
3.7339056389284586,-1.0651224262109371,1.0
3.7665162688392124,-1.0651224262109371,1.0
3.799126898749967,-1.0651224262109371,1.0
3.831737528660722,-1.0651224262109371,1.0
3.8643481585714756,-1.0651224262109371,1.0
3.8969587884822303,-1.0651224262109371,1.0
3.929569418392985,-1.0651224262109371,1.0
3.962180048303739,-1.0651224262109371,1.0
3.9947906782144935,-1.0651224262109371,1.0
4.027401308125248,-1.0651224262109371,1.0
4.060011938036002,-1.0651224262109371,1.0
4.092622567946757,-1.0651224262109371,1.0
4.125233197857511,-1.0651224262109371,1.0
4.157843827768265,-1.0651224262109371,1.0
4.19045445767902,-1.0651224262109371,1.0
4.223065087589775,-1.0651224262109371,1.0
4.255675717500528,-1.0651224262109371,1.0
4.288286347411283,-1.0651224262109371,1.0
4.320896977322038,-1.0651224262109371,1.0
4.3535076072327925,-1.0651224262109371,1.0
4.386118237143546,-1.0651224262109371,1.0
4.418728867054301,-1.0651224262109371,1.0
4.451339496965056,-1.0651224262109371,1.0
4.4839501268758095,-1.0651224262109371,1.0
4.516560756786564,-1.0651224262109371,1.0
4.549171386697319,-1.0651224262109371,1.0
4.581782016608073,-1.0651224262109371,1.0
4.614392646518827,-1.0651224262109371,1.0
4.647003276429582,-1.0651224262109371,1.0
4.679613906340336,-1.0651224262109371,1.0
4.712224536251091,-1.0651224262109371,1.0
4.744835166161845,-1.0651224262109371,1.0
4.777445796072599,-1.0651224262109371,1.0
4.810056425983354,-1.0651224262109371,1.0
4.8426670558941085,-1.0651224262109371,1.0
4.875277685804862,-1.0651224262109371,1.0
4.907888315715617,-1.0651224262109371,1.0
4.940498945626372,-1.0651224262109371,1.0
4.9731095755371255,-1.0651224262109371,1.0
5.00572020544788,-1.0651224262109371,1.0
5.038330835358635,-1.0651224262109371,1.0
5.070941465269389,-1.0651224262109371,1.0
5.103552095180143,-1.0651224262109371,1.0
5.136162725090898,-1.0651224262109371,1.0
5.168773355001652,-1.0651224262109371,1.0
5.201383984912407,-1.0651224262109371,1.0
5.233994614823161,-1.0651224262109371,1.0
5.266605244733915,-1.0651224262109371,1.0
5.29921587464467,-1.0651224262109371,1.0
5.3318265045554245,-1.0651224262109371,1.0
5.364437134466178,-1.0651224262109371,1.0
5.397047764376933,-1.0651224262109371,1.0
5.429658394287688,-1.0651224262109371,1.0
5.4622690241984415,-1.0651224262109371,1.0
5.494879654109196,-1.0651224262109371,1.0
5.527490284019951,-1.0651224262109371,1.0
5.560100913930705,-1.0651224262109371,1.0
5.592711543841459,-1.0651224262109371,1.0
5.625322173752213,-1.0651224262109371,1.0
-0.8641931784879127,-1.029752779186456,0.0
-0.8315825485771583,-1.029752779186456,0.0
-0.7989719186664038,-1.029752779186456,0.0
-0.7663612887556495,-1.029752779186456,0.0
-0.733750658844895,-1.029752779186456,0.0
-0.7011400289341406,-1.029752779186456,0.0
-0.6685293990233863,-1.029752779186456,0.0
-0.6359187691126318,-1.029752779186456,0.0
-0.6033081392018774,-1.029752779186456,0.0
-0.5706975092911231,-1.029752779186456,0.0
-0.5380868793803686,-1.029752779186456,0.0
-0.5054762494696142,-1.029752779186456,0.0
-0.4728656195588598,-1.029752779186456,0.0
-0.4402549896481054,-1.029752779186456,0.0
-0.407644359737351,-1.029752779186456,0.0
-0.3750337298265966,-1.029752779186456,0.0
-0.3424230999158422,-1.029752779186456,0.0
-0.3098124700050878,-1.029752779186456,0.0
-0.27720184009433335,-1.029752779186456,0.0
-0.244591210183579,-1.029752779186456,0.0
-0.21198058027282451,-1.029752779186456,0.0
-0.17936995036207015,-1.029752779186456,0.0
-0.1467593204513158,-1.029752779186456,0.0
-0.11414869054056132,-1.029752779186456,0.0
-0.08153806062980695,-1.029752779186456,0.0
-0.04892743071905259,-1.029752779186456,0.0
-0.016316800808298115,-1.029752779186456,0.0
0.016293829102456248,-1.029752779186456,0.0
0.04890445901321061,-1.029752779186456,0.0
0.08151508892396508,-1.029752779186456,0.0
0.11412571883471945,-1.029752779186456,0.0
0.1467363487454738,-1.029752779186456,0.0
0.17934697865622828,-1.029752779186456,0.0
0.21195760856698276,-1.029752779186456,0.0
0.244568238477737,-1.029752779186456,0.0
0.2771788683884915,-1.029752779186456,0.0
0.30978949829924596,-1.029752779186456,2.0
0.3424001282100002,-1.029752779186456,2.0
0.3750107581207547,-1.029752779186456,2.0
0.40762138803150916,-1.029752779186456,2.0
0.44023201794226363,-1.029752779186456,2.0
0.4728426478530179,-1.029752779186456,2.0
0.5054532777637724,-1.029752779186456,2.0
0.5380639076745268,-1.029752779186456,2.0
0.5706745375852811,-1.029752779186456,2.0
0.6032851674960356,-1.029752779186456,2.0
0.63589579740679,-1.029752779186456,2.0
0.6685064273175443,-1.029752779186456,2.0
0.7011170572282988,-1.029752779186456,2.0
0.7337276871390532,-1.029752779186456,2.0
0.7663383170498075,-1.029752779186456,2.0
